City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Bambous Virieux,MU,2022-02-02 23:30:47,-20.3428,57.7575,80.85,89,75,27.63
295,Yaring,TH,2022-02-02 23:30:47,6.8662,101.3689,76.84,87,39,9.8
296,Poopo,BO,2022-02-02 23:30:48,-18.3667,-66.9667,50.77,61,78,3.24
297,Xichang,CN,2022-02-02 23:30:48,27.8964,102.2634,28.96,95,90,2.44
298,Tevriz,RU,2022-02-02 23:30:48,57.509,72.4042,20.44,94,100,7.45
299,Simao,CN,2022-02-02 23:30:15,22.7886,100.9748,43.47,69,0,0.49
300,Neyagawa,JP,2022-02-02 23:30:49,34.7662,135.6276,44.51,63,75,3.44
301,Okhotsk,RU,2022-02-02 23:30:49,59.3833,143.3,8.22,76,100,15.12
302,Taraclia,MD,2022-02-02 23:30:49,45.9,28.6689,34.18,67,100,4.14
303,Pangody,RU,2022-02-02 23:30:50,65.85,74.4859,0.14,97,97,14.99
304,Lompoc,US,2022-02-02 23:30:50,34.6391,-120.4579,66.78,19,0,16.11
305,Slobozia-Ciorasti,RO,2022-02-02 23:30:51,45.6167,27.2,34.56,66,100,5.59
306,Springdale,US,2022-02-02 23:30:12,36.1867,-94.1288,26.33,94,100,11.01
307,Golden,US,2022-02-02 23:28:02,39.7555,-105.2211,18.97,100,100,5.99
308,Pucallpa,PE,2022-02-02 23:30:51,-8.3791,-74.5539,86.04,66,75,4.61
309,Kavaratti,IN,2022-02-02 23:30:52,10.5669,72.642,79.39,73,19,11.27
310,Cumra,TR,2022-02-02 23:30:52,37.5732,32.7745,35.74,88,82,10.4
311,Belaya Gora,RU,2022-02-02 23:30:53,68.5333,146.4167,-29.74,100,86,1.36
312,Vestmannaeyjar,IS,2022-02-02 23:29:06,63.4427,-20.2734,27.59,100,20,5.75
313,Sri Aman,MY,2022-02-02 23:30:53,1.2376,111.4621,73.45,94,77,0.0
314,Raudeberg,NO,2022-02-02 23:30:54,61.9875,5.1352,32.86,81,100,5.01
315,Mae Hong Son,TH,2022-02-02 23:30:54,19.3003,97.9685,51.53,52,7,1.68
316,Vila Franca Do Campo,PT,2022-02-02 23:31:55,37.7167,-25.4333,58.19,81,18,8.97
317,Northam,GB,2022-02-02 23:31:55,51.0333,-4.2167,47.82,92,100,10.74
318,Malatya,TR,2022-02-02 23:31:55,38.5,38.0,33.85,81,75,2.3
319,Venado Tuerto,AR,2022-02-02 23:31:55,-33.7456,-61.9688,66.78,89,100,8.37
320,Madhugiri,IN,2022-02-02 23:31:56,13.6606,77.2092,65.08,58,0,5.64
321,Prince Rupert,CA,2022-02-02 23:30:13,54.3161,-130.3201,39.29,100,100,4.61
322,Deception Bay,AU,2022-02-02 23:31:56,-27.2,153.0333,83.26,89,98,4.18
323,Torbay,CA,2022-02-02 23:31:28,47.6666,-52.7314,23.58,85,0,12.66
324,Zyryanka,RU,2022-02-02 23:31:57,65.75,150.85,-18.13,97,82,6.17
325,Inhambane,MZ,2022-02-02 23:31:57,-23.865,35.3833,75.58,87,14,5.21
326,Evensk,RU,2022-02-02 23:31:57,61.95,159.2333,20.26,42,100,19.93
327,Hay River,CA,2022-02-02 23:31:58,60.8156,-115.7999,-16.64,69,0,5.75
328,Shubarshi,KZ,2022-02-02 23:31:58,48.5872,57.1869,13.53,92,39,8.48
329,Moose Factory,CA,2022-02-02 23:31:59,51.2585,-80.6094,-7.6,59,0,6.91
330,Cockburn Town,TC,2022-02-02 23:31:59,21.4612,-71.1419,73.36,83,75,13.8
331,Uruzgan,AF,2022-02-02 23:31:59,32.8333,66.0,29.16,63,0,9.1
332,Chokurdakh,RU,2022-02-02 23:32:00,70.6333,147.9167,-21.59,99,90,7.45
333,Vestmanna,FO,2022-02-02 23:32:00,62.1564,-7.1664,38.32,87,75,1.14
334,Vilyuysk,RU,2022-02-02 23:32:00,63.7553,121.6247,-16.35,98,100,5.7
335,Ponta Do Sol,PT,2022-02-02 23:32:01,32.6667,-17.1,66.7,77,100,6.46
336,Ribeira Grande,PT,2022-02-02 23:32:01,38.5167,-28.7,59.58,74,10,8.28
337,Minsk,BY,2022-02-02 23:30:10,53.9,27.5667,26.35,96,94,8.34
338,Srednekolymsk,RU,2022-02-02 23:32:01,67.45,153.6833,-25.56,99,99,1.92
339,Lola,GN,2022-02-02 23:32:02,7.8,-8.5333,69.35,21,14,2.66
340,Keita,NE,2022-02-02 23:32:02,14.7551,5.7749,63.46,11,3,7.36
341,Gamboma,CG,2022-02-02 23:32:02,-1.8764,15.8644,74.08,86,100,2.75
342,Kilindoni,TZ,2022-02-02 23:27:12,-7.9139,39.6668,80.91,81,100,11.99
343,Sambava,MG,2022-02-02 23:32:03,-14.2667,50.1667,75.15,86,100,4.99
344,Oxford,GB,2022-02-02 23:31:06,51.7522,-1.256,48.49,85,100,1.01
345,Kahului,US,2022-02-02 23:32:03,20.8947,-156.47,83.46,67,20,16.11
346,Sehithwa,BW,2022-02-02 23:32:04,-20.4667,22.7167,74.01,73,85,4.03
347,Hammerfest,NO,2022-02-02 23:32:04,70.6634,23.6821,16.25,79,0,3.44
348,Saldanha,ZA,2022-02-02 23:32:04,-33.0117,17.9442,66.25,89,52,7.65
349,Colombia,CU,2022-02-02 23:32:05,20.9881,-77.4297,75.92,76,68,15.46
350,Tahoua,NE,2022-02-02 23:32:05,14.8888,5.2692,64.83,11,3,10.8
351,Tezu,IN,2022-02-02 23:32:05,27.9167,96.1667,53.56,61,88,3.87
352,Alice Springs,AU,2022-02-02 23:31:24,-23.7,133.8833,67.55,77,75,13.8
353,Kirakira,SB,2022-02-02 23:32:06,-10.4544,161.9205,84.25,76,100,7.92
354,Entebbe,UG,2022-02-02 23:32:06,0.0644,32.4469,72.39,74,71,0.89
355,Lucapa,AO,2022-02-02 23:32:07,-8.4192,20.7447,64.71,97,85,1.36
356,Zhangjiakou,CN,2022-02-02 23:32:07,40.81,114.8794,8.56,66,1,4.7
357,Dingle,PH,2022-02-02 23:32:07,10.9995,122.6711,78.49,84,98,10.67
358,Ilulissat,GL,2022-02-02 23:32:07,69.2167,-51.1,-0.38,50,90,25.32
359,Sinnamary,GF,2022-02-02 23:32:08,5.3833,-52.95,78.28,83,73,11.48
360,Rabo De Peixe,PT,2022-02-02 23:32:08,37.8,-25.5833,57.27,94,20,5.75
361,Portland,US,2022-02-02 23:28:14,45.5234,-122.6762,47.25,92,100,4.0
362,Acarau,BR,2022-02-02 23:32:09,-2.8856,-40.12,79.61,81,62,12.15
363,Kalang,PH,2022-02-02 23:33:09,5.9197,121.3631,79.92,75,93,1.16
364,Paragould,US,2022-02-02 23:33:09,36.0584,-90.4973,33.62,96,100,1.01
365,Khilok,RU,2022-02-02 23:33:10,51.3674,110.4676,-16.67,99,97,2.21
366,Beni,CD,2022-02-02 23:33:10,0.5,29.4667,64.63,72,63,2.33
367,Roald,NO,2022-02-02 23:33:10,62.5833,6.1333,33.94,75,99,10.36
368,Patacamaya,BO,2022-02-02 23:33:11,-17.2333,-67.9167,50.4,76,95,5.23
369,Imbituba,BR,2022-02-02 23:33:11,-28.24,-48.6703,80.49,86,1,12.95
370,Ciudad Bolivar,VE,2022-02-02 23:33:12,8.1222,-63.5497,86.95,45,92,11.95
371,Palu,ID,2022-02-02 23:33:12,-0.8917,119.8707,79.16,77,100,1.36
372,Lagoa,PT,2022-02-02 23:33:12,39.05,-27.9833,58.03,74,5,7.36
373,Quatre Cocos,MU,2022-02-02 23:33:12,-20.2078,57.7625,80.71,92,100,29.17
374,Clermont,FR,2022-02-02 23:33:13,49.5,2.4167,47.91,94,100,5.93
375,Nalut,LY,2022-02-02 23:33:13,30.3333,10.85,44.56,55,7,10.02
376,Namibe,AO,2022-02-02 23:33:14,-15.1961,12.1522,72.09,72,85,9.8
377,Kresttsy,RU,2022-02-02 23:33:14,58.2452,32.5165,18.43,98,100,1.88
378,Fortuna,US,2022-02-02 23:29:03,40.5982,-124.1573,59.47,73,0,5.99
379,Luanda,AO,2022-02-02 23:33:14,-8.8368,13.2343,75.2,83,40,5.75
380,Segezha,RU,2022-02-02 23:33:15,63.7415,34.3222,5.38,97,95,4.18
381,Jardim,BR,2022-02-02 23:33:15,-21.4803,-56.1381,75.69,87,53,5.23
382,Touros,BR,2022-02-02 23:33:15,-5.1989,-35.4608,83.3,73,31,12.59
383,Uvinza,TZ,2022-02-02 23:33:16,-5.1036,30.3911,64.27,97,100,1.68
384,Tommot,RU,2022-02-02 23:33:16,58.9564,126.2925,-9.78,95,100,7.7
385,Nikolayevsk-Na-Amure,RU,2022-02-02 23:33:17,53.1406,140.73,-1.48,93,99,7.0
386,Rawson,AR,2022-02-02 23:30:59,-43.3002,-65.1023,69.96,50,100,10.11
387,Paita,PE,2022-02-02 23:33:17,-5.0892,-81.1144,79.36,75,4,18.45
388,Mamallapuram,IN,2022-02-02 23:33:18,12.6264,80.1722,76.05,66,9,2.98
389,Pouebo,NC,2022-02-02 23:33:18,-20.4,164.5667,85.91,60,0,4.45
390,Ketchikan,US,2022-02-02 23:33:10,55.3422,-131.6461,37.38,100,100,3.44
391,Namatanai,PG,2022-02-02 23:33:19,-3.6667,152.4333,80.44,81,100,9.22
392,Tautira,PF,2022-02-02 23:33:19,-17.7333,-149.15,87.82,78,17,18.79
393,Lamu,KE,2022-02-02 23:31:35,-2.2717,40.902,79.02,91,100,8.95
394,Capaci,IT,2022-02-02 23:33:20,38.1711,13.2393,52.25,77,0,5.26
395,Severo-Yeniseyskiy,RU,2022-02-02 23:33:20,60.3725,93.0408,11.37,94,100,5.84
396,Tongchuan,CN,2022-02-02 23:33:21,35.0806,109.0897,24.46,83,32,4.14
397,Honiara,SB,2022-02-02 23:29:48,-9.4333,159.95,83.64,78,100,6.29
398,Pangnirtung,CA,2022-02-02 23:33:21,66.1451,-65.7125,6.8,78,100,25.32
399,Taree,AU,2022-02-02 23:31:20,-31.9,152.4667,70.11,100,75,9.22
400,Bagdarin,RU,2022-02-02 23:33:21,54.4333,113.6,-20.96,96,6,4.03
401,Coos Bay,US,2022-02-02 23:33:10,43.3665,-124.2179,52.02,98,100,8.05
402,Kruisfontein,ZA,2022-02-02 23:33:22,-34.0033,24.7314,68.88,91,100,7.76
403,Muncar,ID,2022-02-02 23:33:22,-8.4333,114.3333,78.15,84,22,1.5
404,Racine,US,2022-02-02 23:29:46,42.7495,-88.0751,19.09,64,100,8.01
405,Hurghada,EG,2022-02-02 23:30:37,27.2574,33.8129,59.04,67,0,0.0
406,Korla,CN,2022-02-02 23:34:23,41.7597,86.1469,22.21,57,10,6.67
407,Jijiga,ET,2022-02-02 23:33:57,9.35,42.8,59.13,56,100,9.24
408,Chara,RU,2022-02-02 23:34:23,56.9064,118.2631,-24.32,87,52,0.96
409,Bismarck,US,2022-02-02 23:32:45,46.8083,-100.7837,1.87,63,20,1.01
410,Lovozero,RU,2022-02-02 23:34:24,68.005,35.0117,12.18,97,100,2.39
411,Yarada,IN,2022-02-02 23:33:59,17.65,83.2667,70.12,100,20,2.3
412,Dhrol,IN,2022-02-02 23:34:24,22.5667,70.4167,68.31,90,0,13.53
413,Klenovyy,UA,2022-02-02 23:34:24,48.1193,39.4588,36.63,99,100,13.65
414,Kamenka,RU,2022-02-02 23:34:25,51.3223,42.7678,31.75,99,100,5.17
415,Fuengirola,ES,2022-02-02 23:34:25,36.54,-4.6247,63.36,49,0,6.91
416,Grindavik,IS,2022-02-02 23:34:25,63.8424,-22.4338,25.27,93,40,3.44
417,Chapais,CA,2022-02-02 23:34:26,49.7834,-74.8492,10.18,91,100,7.58
418,Merced,US,2022-02-02 23:34:26,37.1666,-120.7516,63.09,20,1,12.59
419,Kyzyl-Suu,KG,2022-02-02 23:34:26,42.3414,78.0056,21.83,63,100,8.05
420,Teluknaga,ID,2022-02-02 23:33:17,-6.0989,106.6381,82.63,94,40,5.99
421,Puerto Madero,MX,2022-02-02 23:34:27,14.7208,-92.4215,86.2,62,40,6.91
422,Cao Bang,VN,2022-02-02 23:34:27,22.6667,106.25,48.67,86,100,1.21
423,Puxinana,BR,2022-02-02 23:34:27,-7.1611,-35.9606,74.98,78,20,16.11
424,Nalhati,IN,2022-02-02 23:34:28,24.3,87.8167,60.76,51,6,6.13
425,Polovinnoye,RU,2022-02-02 23:34:28,54.7914,65.9864,16.03,96,78,7.72
426,Kurumkan,RU,2022-02-02 23:34:28,54.3,110.3,-19.17,95,78,3.47
427,Arlit,NE,2022-02-02 23:34:29,18.7369,7.3853,62.28,16,0,15.48
428,Loreto,MX,2022-02-02 23:29:38,22.2667,-101.9667,73.94,16,0,18.05
429,Rio Gallegos,AR,2022-02-02 23:34:29,-51.6226,-69.2181,57.25,58,75,17.27
430,Hambantota,LK,2022-02-02 23:34:29,6.1241,81.1185,71.8,84,6,8.46
431,Zomin,UZ,2022-02-02 23:34:30,39.9606,68.3958,35.38,74,35,0.6
432,Sur,OM,2022-02-02 23:33:54,22.5667,59.5289,71.17,55,4,17.67
433,Kedrovyy,RU,2022-02-02 23:34:30,56.1667,91.8167,-12.14,99,42,3.91
434,Shakawe,BW,2022-02-02 23:34:30,-18.3667,21.85,67.44,91,82,3.8
435,Buraydah,SA,2022-02-02 23:34:31,26.326,43.975,52.25,38,0,8.01
436,Mao,ES,2022-02-02 23:34:31,39.8885,4.2658,46.96,93,0,4.61
437,Freeport,US,2022-02-02 23:34:31,40.6576,-73.5832,42.03,83,100,1.01
438,Healdsburg,US,2022-02-02 23:34:32,38.6105,-122.8692,68.23,27,0,1.99
439,Bangolo,CI,2022-02-02 23:34:32,7.0069,-7.475,68.45,28,14,1.14
440,Flagstaff,US,2022-02-02 23:33:42,35.1981,-111.6513,36.3,27,0,5.01
441,Sarkand,KZ,2022-02-02 23:34:32,45.41,79.9186,17.2,65,72,7.27
442,Athens,GR,2022-02-02 23:34:33,37.9795,23.7162,47.37,78,75,1.01
443,Yakeshi,CN,2022-02-02 23:34:34,49.2833,120.7333,-29.97,100,99,3.11
444,Sokolo,ML,2022-02-02 23:34:34,14.7328,-6.1219,71.26,13,0,11.07
445,Oktyabrskiy,RU,2022-02-02 23:34:34,54.4815,53.471,28.74,95,100,14.67
446,Qui Nhon,VN,2022-02-02 23:34:35,13.7667,109.2333,73.54,85,97,8.68
447,Lisakovsk,KZ,2022-02-02 23:34:35,52.5369,62.4936,17.42,92,100,8.14
448,Mackay,AU,2022-02-02 23:31:41,-21.15,149.2,88.68,74,40,5.75
449,Homer,US,2022-02-02 23:34:35,59.6425,-151.5483,33.76,81,0,5.75
450,Brazzaville,CG,2022-02-02 23:35:36,-4.2658,15.2832,77.31,94,20,3.44
451,Leh,IN,2022-02-02 23:35:36,34.1667,77.5833,7.34,90,99,4.16
452,Yuzhou,CN,2022-02-02 23:35:36,34.1628,113.4639,32.27,58,94,3.09
453,Ancud,CL,2022-02-02 23:35:36,-41.8697,-73.8203,67.23,85,97,4.16
454,The Valley,AI,2022-02-02 23:35:37,18.217,-63.0578,78.66,78,20,8.05
455,Baillif,GP,2022-02-02 23:35:37,16.0202,-61.7463,75.63,75,0,10.4
456,Tazovskiy,RU,2022-02-02 23:35:38,67.4667,78.7,-15.2,99,92,9.17
457,Viedma,AR,2022-02-02 23:35:38,-40.8135,-62.9967,73.15,47,14,7.4
458,Karoi,ZW,2022-02-02 23:35:38,-16.8099,29.6925,63.27,98,7,4.41
459,Mahon,ES,2022-02-02 23:35:38,39.8885,4.2658,46.96,93,0,4.61
460,Zeya,RU,2022-02-02 23:34:48,53.75,127.2667,-8.66,83,42,4.79
461,Amapa,BR,2022-02-02 23:35:39,1.0,-52.0,71.82,99,100,3.62
462,Ambilobe,MG,2022-02-02 23:35:39,-13.2,49.05,73.17,96,99,1.59
463,Kolondieba,ML,2022-02-02 23:35:39,11.0882,-6.8926,71.44,10,9,5.68
464,Champerico,GT,2022-02-02 23:35:40,14.3,-91.9167,90.14,64,2,8.3
465,Chavakachcheri,LK,2022-02-02 23:35:40,9.6579,80.1643,73.35,73,8,6.53
466,Kandrian,PG,2022-02-02 23:35:40,-6.2167,149.55,79.36,81,100,15.86
467,Havre-Saint-Pierre,CA,2022-02-02 23:35:41,50.2334,-63.5986,28.4,86,100,12.66
468,Sile,TR,2022-02-02 23:35:41,41.1754,29.6133,47.57,77,100,11.3
469,Divnogorsk,RU,2022-02-02 23:35:41,55.9594,92.3619,-10.26,99,71,4.09
470,Pochutla,MX,2022-02-02 23:35:42,15.7432,-96.4661,82.81,60,0,7.16
471,Khandyga,RU,2022-02-02 23:35:42,62.6667,135.6,-34.06,98,99,1.88
472,Zapolyarnyy,RU,2022-02-02 23:35:42,69.4154,30.8136,0.68,97,100,3.15
473,Bongandanga,CD,2022-02-02 23:34:59,1.5,21.05,76.64,33,97,2.35
474,Port-Cartier,CA,2022-02-02 23:35:43,50.0334,-66.8654,27.75,92,100,11.05
475,Itoman,JP,2022-02-02 23:35:43,26.1247,127.6694,71.62,88,75,14.97
476,Mogadishu,SO,2022-02-02 23:35:43,2.0371,45.3438,77.31,88,73,19.53
477,Saint-Augustin,CA,2022-02-02 23:35:44,51.226,-58.6502,24.8,91,100,22.88
478,Dogondoutchi,NE,2022-02-02 23:35:44,13.6393,4.0287,65.3,11,3,7.09
479,Harper,LR,2022-02-02 23:35:44,4.375,-7.7169,79.0,81,88,8.88
480,Belmonte,BR,2022-02-02 23:35:45,-15.8631,-38.8828,81.1,80,100,5.82
481,Sakaiminato,JP,2022-02-02 23:35:45,35.55,133.2333,40.98,65,75,10.36
482,Merauke,ID,2022-02-02 23:35:45,-8.4667,140.3333,81.3,69,100,7.36
483,Pacific Grove,US,2022-02-02 23:35:46,36.6177,-121.9166,65.41,25,0,1.99
484,Quartucciu,IT,2022-02-02 23:35:46,39.2519,9.1794,53.01,77,0,11.99
485,Bonavista,CA,2022-02-02 23:32:44,48.6499,-53.1147,23.11,71,40,20.2
486,Nam Som,TH,2022-02-02 23:35:46,17.7704,102.1895,76.41,75,59,3.04
487,Brae,GB,2022-02-02 23:35:47,60.3964,-1.353,44.51,91,100,11.65
488,Paraisopolis,BR,2022-02-02 23:35:47,-22.5542,-45.78,69.04,97,100,1.59
489,Lindi,TZ,2022-02-02 23:35:47,-10.0,39.7167,80.04,97,63,2.44
490,Elizabeth City,US,2022-02-02 23:35:46,36.2946,-76.2511,48.0,87,100,9.22
491,Airai,TL,2022-02-02 23:35:48,-8.9266,125.4092,65.88,77,100,2.84
492,Coihaique,CL,2022-02-02 23:35:48,-45.5752,-72.0662,64.35,55,75,9.22
493,Petropavlovsk-Kamchatskiy,RU,2022-02-02 23:34:26,53.0452,158.6483,27.19,74,75,2.24
494,Kisangani,CD,2022-02-02 23:35:49,0.5167,25.2,73.89,68,100,2.48
495,Bonthe,SL,2022-02-02 23:35:49,7.5264,-12.505,77.41,90,42,5.88
496,Nago,JP,2022-02-02 23:35:49,26.5881,127.9761,71.67,88,69,10.45
497,San Cristobal,VE,2022-02-02 23:35:50,7.7669,-72.225,69.6,50,21,2.17
498,Trat,TH,2022-02-02 23:36:50,12.5,102.5,82.98,89,9,2.04
499,Amherst,US,2022-02-02 23:36:50,41.3978,-82.2224,41.25,90,100,1.01
500,La Rioja,ES,2022-02-02 23:36:51,42.25,-2.5,31.78,17,5,7.61
501,Tabas,IR,2022-02-02 23:36:51,33.5959,56.9244,44.02,44,0,1.01
502,Lochgilphead,GB,2022-02-02 23:36:51,56.038,-5.4321,48.58,93,100,11.7
503,Timra,SE,2022-02-02 23:36:52,62.487,17.3257,6.48,85,100,8.05
504,Banda Aceh,ID,2022-02-02 23:36:52,5.5577,95.3222,77.0,86,30,9.22
505,Carutapera,BR,2022-02-02 23:36:52,-1.195,-46.02,76.05,91,100,7.61
506,Hobyo,SO,2022-02-02 23:36:53,5.3505,48.5268,78.22,71,94,18.45
507,Gilbues,BR,2022-02-02 23:36:53,-9.8317,-45.3439,75.31,73,60,3.33
508,Biak,ID,2022-02-02 23:35:58,-0.9131,122.8766,80.38,68,100,3.44
509,Moree,AU,2022-02-02 23:36:53,-29.4667,149.85,75.22,83,75,11.5
510,Kalamnuri,IN,2022-02-02 23:36:54,19.6667,77.3333,66.15,31,9,3.38
511,Padang,ID,2022-02-02 23:35:00,-0.9492,100.3543,77.13,85,62,3.58
512,Pafos,CY,2022-02-02 23:36:54,34.7667,32.4167,55.18,71,75,9.22
513,Sao Filipe,CV,2022-02-02 23:36:54,14.8961,-24.4956,74.35,71,2,17.02
514,Rorvik,NO,2022-02-02 23:36:55,64.8621,11.2373,23.27,80,97,20.83
515,Jimenez,MX,2022-02-02 23:36:55,28.3333,-105.4,61.54,39,100,12.21
516,Plouzane,FR,2022-02-02 23:36:55,48.3833,-4.6167,46.45,100,100,8.05
517,Ponta Delgada,PT,2022-02-02 23:32:09,37.7333,-25.6667,58.5,77,20,5.75
518,Altensteig,DE,2022-02-02 23:36:56,48.5833,8.6,44.64,98,100,4.03
519,Berberati,CF,2022-02-02 23:36:57,4.2612,15.7922,68.5,28,58,1.79
520,Avera,US,2022-02-02 23:36:57,33.194,-82.5271,64.27,80,94,6.29
521,Bhimunipatnam,IN,2022-02-02 23:36:57,17.8833,83.4333,69.31,81,81,4.56
522,Antalaha,MG,2022-02-02 23:36:58,-14.9003,50.2788,74.93,81,100,4.21
523,Rio Brilhante,BR,2022-02-02 23:36:58,-21.8019,-54.5464,73.8,94,96,5.86
524,Yafran,LY,2022-02-02 23:36:58,32.0633,12.5286,46.81,58,96,19.64
525,Likhoslavl,RU,2022-02-02 23:36:59,57.1275,35.464,18.28,97,100,3.09
526,Sidlaghatta,IN,2022-02-02 23:36:59,13.3881,77.8628,64.49,69,2,5.23
527,Livno,BA,2022-02-02 23:36:59,43.8269,17.0078,37.9,79,58,14.79
528,Husavik,IS,2022-02-02 23:37:00,66.0449,-17.3389,15.71,96,99,4.25
529,Tungor,RU,2022-02-02 23:37:00,53.3808,142.9564,2.07,94,100,27.56
530,Tornio,FI,2022-02-02 23:37:00,65.8481,24.1466,1.42,96,100,4.23
531,Kumba,CM,2022-02-02 23:37:01,4.6363,9.4469,73.24,76,18,2.24
532,Hasaki,JP,2022-02-02 23:37:01,35.7333,140.8333,30.6,52,53,11.3
533,Hirara,JP,2022-02-02 23:37:01,24.8,125.2833,70.07,88,75,6.91
534,Terme,TR,2022-02-02 23:37:02,41.2092,36.9739,55.33,73,100,6.35
535,Palmer,US,2022-02-02 23:37:02,42.1584,-72.3287,40.89,78,75,0.0
536,Pevek,RU,2022-02-02 23:37:02,69.7008,170.3133,-6.95,74,22,4.97
537,Ipora,BR,2022-02-02 23:34:20,-16.4419,-51.1178,70.57,94,93,1.63
538,Kikwit,CD,2022-02-02 23:37:03,-5.041,18.8162,70.74,96,100,1.77
539,Bolivar,US,2022-02-02 23:37:03,37.6145,-93.4105,22.06,89,100,16.42
540,Goba,ET,2022-02-02 23:37:04,7.0167,39.9833,47.95,56,90,3.0
541,Warmbad,NA,2022-02-02 23:37:04,-28.45,18.7333,67.8,72,45,11.14
542,Anta,IN,2022-02-02 23:37:04,25.15,76.3,60.3,51,0,8.5
543,Kenai,US,2022-02-02 23:35:24,60.5544,-151.2583,23.02,79,0,8.05
544,Huangzhou,CN,2022-02-02 23:37:05,30.45,114.8,32.18,89,100,3.94
545,Novichikha,RU,2022-02-02 23:37:05,52.204,81.3877,-4.14,100,93,1.9
546,Miami,US,2022-02-02 23:35:42,25.7743,-80.1937,73.99,71,40,1.99
547,Missoula,US,2022-02-02 23:38:05,47.0166,-113.8009,4.84,60,99,2.8
548,Djenne,ML,2022-02-02 23:38:06,13.9061,-4.5533,71.04,14,0,9.26
549,Tolaga Bay,NZ,2022-02-02 23:38:06,-38.3667,178.3,77.97,51,100,14.5
550,Banepa,NP,2022-02-02 23:38:07,27.6298,85.5214,39.52,100,20,2.3
551,Nieuw Amsterdam,SR,2022-02-02 23:38:07,5.8833,-55.0833,80.62,79,20,5.75
552,Iquitos,PE,2022-02-02 23:35:07,-3.7481,-73.2472,80.64,83,75,2.3
553,Kopanskaya,RU,2022-02-02 23:38:07,46.2779,38.4795,45.7,82,100,14.41
554,Shuangyang,CN,2022-02-02 23:38:08,43.5242,125.6736,-4.04,81,12,4.29
555,Comodoro Rivadavia,AR,2022-02-02 23:38:08,-45.8667,-67.5,82.26,23,0,12.66
556,Banos,EC,2022-02-02 23:38:09,-1.4,-78.4167,65.41,95,76,2.8
557,Oxapampa,PE,2022-02-02 23:38:09,-10.5775,-75.4017,59.63,97,92,0.83
558,Wundanyi,KE,2022-02-02 23:38:09,-3.4019,38.364,62.17,88,100,2.68
559,Amursk,RU,2022-02-02 23:38:09,50.2261,136.8994,-7.83,98,99,1.9
560,Aldan,RU,2022-02-02 23:38:10,58.6031,125.3894,-15.88,99,100,2.64
561,Tashtagol,RU,2022-02-02 23:38:10,52.7657,87.8894,-2.9,100,99,2.35
562,Tigil,RU,2022-02-02 23:38:11,57.8,158.6667,14.47,88,92,2.26
563,Yamada,JP,2022-02-02 23:38:11,39.4667,141.95,34.57,43,2,9.98
564,Egvekinot,RU,2022-02-02 23:38:11,66.3167,-179.1667,-7.28,77,5,18.81
565,Jega,NG,2022-02-02 23:38:12,12.2175,4.3792,67.37,9,62,8.99
566,Luba,GQ,2022-02-02 23:38:12,3.4568,8.5547,78.69,80,46,9.84
567,Piacabucu,BR,2022-02-02 23:38:13,-10.4056,-36.4344,79.57,77,9,9.82
568,Carbonia,IT,2022-02-02 23:38:13,39.1672,8.5222,52.0,86,47,8.75
569,Killybegs,IE,2022-02-02 23:38:13,54.6333,-8.45,47.44,89,100,16.22
